dataset	n_clusters	init	max_iter	n_init	algorithm	nmi
balance-scale	21	k-means++	300	10	auto	0.21118396262980899
banana	21	k-means++	300	10	auto	0.3718858756991516
blobs	21	k-means++	300	10	auto	0.5056965238063599
cassini	21	k-means++	300	10	auto	0.5186984142192506
chainlink	21	k-means++	300	10	auto	0.37255342910120604
circle	21	k-means++	300	10	auto	0.21085748897747775
complex8	21	k-means++	300	10	auto	0.6652137548299377
complex9	21	k-means++	300	10	auto	0.6554874048401023
compound	21	k-means++	300	10	auto	0.6421604026700863
cuboids	21	k-means++	300	10	auto	0.6190373500040365
cure-t0-2000n-2D	21	k-means++	300	10	auto	0.35218288957719585
cure-t1-2000n-2D	21	k-means++	300	10	auto	0.6342110147736679
cure-t2-4k	21	k-means++	300	10	auto	0.6755835507129871
curves1	21	k-means++	300	10	auto	0.3711142886584396
curves2	21	k-means++	300	10	auto	0.37108813583910244
d31	21	k-means++	300	10	auto	0.8744990488742517
dartboard1	21	k-means++	300	10	auto	0.4036548077618795
dartboard2	21	k-means++	300	10	auto	0.35627054683272913
dense-disk-3000	21	k-means++	300	10	auto	0.26894054566111686
dense-disk-5000	21	k-means++	300	10	auto	0.28742177622521464
diamond9	21	k-means++	300	10	auto	0.814593762635122
disk-1000n	21	k-means++	300	10	auto	0.22651214928791608
disk-3000n	21	k-means++	300	10	auto	0.243979872141804
disk-4000n	21	k-means++	300	10	auto	0.1942963756220308
disk-4500n	21	k-means++	300	10	auto	0.23477334557105536
disk-4600n	21	k-means++	300	10	auto	0.10574047532139709
disk-5000n	21	k-means++	300	10	auto	0.18648080718492588
donut1	21	k-means++	300	10	auto	0.3978178235621774
donut2	21	k-means++	300	10	auto	0.33907368311402897
donut3	21	k-means++	300	10	auto	0.5745296853545683
donutcurves	21	k-means++	300	10	auto	0.6543526997364341
dpb	21	k-means++	300	10	auto	0.6351223794292936
dpc	21	k-means++	300	10	auto	0.6465616152375373
DS-577	21	k-means++	300	10	auto	0.5336173423471183
DS-850	21	k-means++	300	10	auto	0.6818185470772526
ds2c2sc13	21	k-means++	300	10	auto	0.7928935861225466
ds3c3sc6	21	k-means++	300	10	auto	0.5964991060351902
ds4c2sc8	21	k-means++	300	10	auto	0.7653519076757637
ds577	21	k-means++	300	10	auto	0.5389538605749901
ds850	21	k-means++	300	10	auto	0.6788983535447197
ecoli	21	k-means++	300	10	auto	0.5539953433302565
elliptical_10_2	21	k-means++	300	10	auto	0.8624001256751304
elly-2d10c13s	21	k-means++	300	10	auto	0.5437967193218325
engytime	21	k-means++	300	10	auto	0.3099798578339111
flame	21	k-means++	300	10	auto	0.3444231987274448
fourty	21	k-means++	300	10	auto	0.8851603962262145
gaussians1	21	k-means++	300	10	auto	0.389867083404974
glass	21	k-means++	300	10	auto	0.4103505082368102
haberman	21	k-means++	300	10	auto	0.06153153656008133
heart-statlog	21	k-means++	300	10	auto	0.0745681215122319
hepta	21	k-means++	300	10	auto	0.7985734059670297
hypercube	21	k-means++	300	10	auto	0.8191089963090846
impossible	21	k-means++	300	10	auto	0.6224963767730151
iono	21	k-means++	300	10	auto	0.21982871518629077
iris	21	k-means++	300	10	auto	0.5237830125867724
jain	21	k-means++	300	10	auto	0.323442779176852
long1	21	k-means++	300	10	auto	0.3836682847618052
long2	21	k-means++	300	10	auto	0.3748975277879174
long3	21	k-means++	300	10	auto	0.29958978104907086
longsquare	21	k-means++	300	10	auto	0.7461818743837965
lsun	21	k-means++	300	10	auto	0.5164307347484146
pathbased	21	k-means++	300	10	auto	0.5152297498300482
pmf	21	k-means++	300	10	auto	0.5754053467262329
R15	21	k-means++	300	10	auto	0.9506605873385934
rings	21	k-means++	300	10	auto	0.45468760641184275
shapes	21	k-means++	300	10	auto	0.6366791588050231
simplex	21	k-means++	300	10	auto	0.6335492178667853
sizes1	21	k-means++	300	10	auto	0.5855424149362571
sizes2	21	k-means++	300	10	auto	0.5336284186628566
sizes3	21	k-means++	300	10	auto	0.4908107081917397
sizes4	21	k-means++	300	10	auto	0.450755881542586
sizes5	21	k-means++	300	10	auto	0.4145291732707813
smile1	21	k-means++	300	10	auto	0.730627607555355
smile2	21	k-means++	300	10	auto	0.6414431795425789
smile3	21	k-means++	300	10	auto	0.5786267899150813
sonar	21	k-means++	300	10	auto	0.13257825991895322
spherical_4_3	21	k-means++	300	10	auto	0.6320401470217402
spherical_5_2	21	k-means++	300	10	auto	0.6553063390565508
spherical_6_2	21	k-means++	300	10	auto	0.7462140099596776
spiral	21	k-means++	300	10	auto	0.18008583640614503
spiralsquare	21	k-means++	300	10	auto	0.5398786182353476
square1	21	k-means++	300	10	auto	0.5928847213266973
square2	21	k-means++	300	10	auto	0.5825016540872424
square3	21	k-means++	300	10	auto	0.5484735501357119
square4	21	k-means++	300	10	auto	0.4999147782193913
square5	21	k-means++	300	10	auto	0.4478472551875993
st900	21	k-means++	300	10	auto	0.7248601063963234
tae	21	k-means++	300	10	auto	0.1346307725379405
target	21	k-means++	300	10	auto	0.45098634552305616
tetra	21	k-means++	300	10	auto	0.6273629335172176
threenorm	21	k-means++	300	10	auto	0.23144130107817523
thy	21	k-means++	300	10	auto	0.3734499700843882
triangle1	21	k-means++	300	10	auto	0.6480708569618551
triangle2	21	k-means++	300	10	auto	0.5901728675210722
twenty	21	k-means++	300	10	auto	0.9942752394655321
twodiamonds	21	k-means++	300	10	auto	0.37274671726868
wingnut	21	k-means++	300	10	auto	0.36935499951029893
xclara	21	k-means++	300	10	auto	0.5309562073530485
xor	21	k-means++	300	10	auto	0.3576801067984977
zelnik1	21	k-means++	300	10	auto	0.5449024802992456
zelnik2	21	k-means++	300	10	auto	0.6531631914117251
zelnik3	21	k-means++	300	10	auto	0.5308235482705141
zelnik4	21	k-means++	300	10	auto	0.6267243600985493
zelnik5	21	k-means++	300	10	auto	0.632014542583663
zelnik6	21	k-means++	300	10	auto	0.546666532833925
zoo	21	k-means++	300	10	auto	0.7371764310353283
2d-10c	22	k-means++	300	10	auto	0.8339820638454208
2d-20c-no0	22	k-means++	300	10	auto	0.9710627454701496
2d-3c-no123	22	k-means++	300	10	auto	0.47059852698773863
2d-4c-no4	22	k-means++	300	10	auto	0.5859343304385094
2d-4c-no9	22	k-means++	300	10	auto	0.596108634003518
2d-4c	22	k-means++	300	10	auto	0.5889056756436069
2dnormals	22	k-means++	300	10	auto	0.2681299117691246
2sp2glob	22	k-means++	300	10	auto	0.4966717634178367
3-spiral	22	k-means++	300	10	auto	0.3881613157322204
3MC	22	k-means++	300	10	auto	0.5231077263201278
aggregation	22	k-means++	300	10	auto	0.7076444517051221
aml28	22	k-means++	300	10	auto	0.5353344783713132
atom	22	k-means++	300	10	auto	0.48177743739162043
balance-scale	22	k-means++	300	10	auto	0.18997539466231456
banana	22	k-means++	300	10	auto	0.3681341081733497
blobs	22	k-means++	300	10	auto	0.49760547820420276
cassini	22	k-means++	300	10	auto	0.5112082595224949
chainlink	22	k-means++	300	10	auto	0.3682311318221598
circle	22	k-means++	300	10	auto	0.2060473303567927
complex8	22	k-means++	300	10	auto	0.6607075329969834
complex9	22	k-means++	300	10	auto	0.6864435653596463
compound	22	k-means++	300	10	auto	0.6459895394896155
cuboids	22	k-means++	300	10	auto	0.6144837718305883
cure-t0-2000n-2D	22	k-means++	300	10	auto	0.3483105397383522
cure-t1-2000n-2D	22	k-means++	300	10	auto	0.6303105839190837
cure-t2-4k	22	k-means++	300	10	auto	0.6702104149907915
curves1	22	k-means++	300	10	auto	0.36645433794325993
curves2	22	k-means++	300	10	auto	0.36638903457793576
d31	22	k-means++	300	10	auto	0.8813278343896858
dartboard1	22	k-means++	300	10	auto	0.42329466532278626
dartboard2	22	k-means++	300	10	auto	0.4965108142172334
dense-disk-3000	22	k-means++	300	10	auto	0.27883325417205335
dense-disk-5000	22	k-means++	300	10	auto	0.27344372263815236
diamond9	22	k-means++	300	10	auto	0.802698074497792
disk-1000n	22	k-means++	300	10	auto	0.2134117598115144
disk-3000n	22	k-means++	300	10	auto	0.23291475067867196
disk-4000n	22	k-means++	300	10	auto	0.2180998914473711
disk-4500n	22	k-means++	300	10	auto	0.21813752959311236
disk-4600n	22	k-means++	300	10	auto	0.0987307956411696
disk-5000n	22	k-means++	300	10	auto	0.18701978559854734
donut1	22	k-means++	300	10	auto	0.3856994101810066
donut2	22	k-means++	300	10	auto	0.3337089194606142
donut3	22	k-means++	300	10	auto	0.5499468193614145
donutcurves	22	k-means++	300	10	auto	0.6457192104591677
dpb	22	k-means++	300	10	auto	0.62884931954636
dpc	22	k-means++	300	10	auto	0.6326313931176722
DS-577	22	k-means++	300	10	auto	0.5311123008180525
DS-850	22	k-means++	300	10	auto	0.6724530211857014
ds2c2sc13	22	k-means++	300	10	auto	0.8107109838951867
ds3c3sc6	22	k-means++	300	10	auto	0.5906958332130885
ds4c2sc8	22	k-means++	300	10	auto	0.7384607482489008
ds577	22	k-means++	300	10	auto	0.5326293638676166
ds850	22	k-means++	300	10	auto	0.6796541211035294
ecoli	22	k-means++	300	10	auto	0.5175602710057743
elliptical_10_2	22	k-means++	300	10	auto	0.8538490354791403
elly-2d10c13s	22	k-means++	300	10	auto	0.5462913220956588
engytime	22	k-means++	300	10	auto	0.31037268201028784
flame	22	k-means++	300	10	auto	0.32548118320632013
fourty	22	k-means++	300	10	auto	0.8889160580594117
gaussians1	22	k-means++	300	10	auto	0.3851837109691951
glass	22	k-means++	300	10	auto	0.40794629027373597
haberman	22	k-means++	300	10	auto	0.055703914742579436
heart-statlog	22	k-means++	300	10	auto	0.06169496539031007
hepta	22	k-means++	300	10	auto	0.7927791741599968
hypercube	22	k-means++	300	10	auto	0.8085096995548106
impossible	22	k-means++	300	10	auto	0.6164276070842121
iono	22	k-means++	300	10	auto	0.23108285312176338
iris	22	k-means++	300	10	auto	0.5103788536994601
jain	22	k-means++	300	10	auto	0.32205871556630294
long1	22	k-means++	300	10	auto	0.38249908067955574
long2	22	k-means++	300	10	auto	0.37508002616631586
long3	22	k-means++	300	10	auto	0.29639597237065934
longsquare	22	k-means++	300	10	auto	0.7445099192272114
lsun	22	k-means++	300	10	auto	0.5086134455463318
pathbased	22	k-means++	300	10	auto	0.5124367589721379
pmf	22	k-means++	300	10	auto	0.5720793372510465
R15	22	k-means++	300	10	auto	0.9353136778129516
rings	22	k-means++	300	10	auto	0.46080391005170884
shapes	22	k-means++	300	10	auto	0.6283683998681869
simplex	22	k-means++	300	10	auto	0.6255710976497919
sizes1	22	k-means++	300	10	auto	0.5772742935708718
sizes2	22	k-means++	300	10	auto	0.5350158407755224
sizes3	22	k-means++	300	10	auto	0.4848865852440319
sizes4	22	k-means++	300	10	auto	0.44274183631146474
sizes5	22	k-means++	300	10	auto	0.40852074111016945
smile1	22	k-means++	300	10	auto	0.7276753412586888
smile2	22	k-means++	300	10	auto	0.6379179110435507
smile3	22	k-means++	300	10	auto	0.5741821281954886
sonar	22	k-means++	300	10	auto	0.14004640983199307
spherical_4_3	22	k-means++	300	10	auto	0.6252197474524496
spherical_5_2	22	k-means++	300	10	auto	0.6531695028616598
spherical_6_2	22	k-means++	300	10	auto	0.7418879129823528
spiral	22	k-means++	300	10	auto	0.21579958802595833
spiralsquare	22	k-means++	300	10	auto	0.5055226180715743
square1	22	k-means++	300	10	auto	0.5858716185136885
square2	22	k-means++	300	10	auto	0.5643468789516803
square3	22	k-means++	300	10	auto	0.5495467815904327
square4	22	k-means++	300	10	auto	0.4942169119031022
square5	22	k-means++	300	10	auto	0.43786278151125463
st900	22	k-means++	300	10	auto	0.7239579707979275
tae	22	k-means++	300	10	auto	0.13222541508533836
target	22	k-means++	300	10	auto	0.4468854240433259
tetra	22	k-means++	300	10	auto	0.605052067554238
threenorm	22	k-means++	300	10	auto	0.24004287815017733
thy	22	k-means++	300	10	auto	0.36625682871065257
triangle1	22	k-means++	300	10	auto	0.6401664766167057
triangle2	22	k-means++	300	10	auto	0.5885221915879175
twenty	22	k-means++	300	10	auto	0.9885699244805543
twodiamonds	22	k-means++	300	10	auto	0.36513126872488255
wingnut	22	k-means++	300	10	auto	0.37308502673057725
xclara	22	k-means++	300	10	auto	0.5234511481286177
xor	22	k-means++	300	10	auto	0.3490826237767823
zelnik1	22	k-means++	300	10	auto	0.5366056681975273
zelnik2	22	k-means++	300	10	auto	0.6603271483125888
zelnik3	22	k-means++	300	10	auto	0.5236927009834785
zelnik4	22	k-means++	300	10	auto	0.6205158802775554
zelnik5	22	k-means++	300	10	auto	0.6319967398194513
zelnik6	22	k-means++	300	10	auto	0.5654804019512722
zoo	22	k-means++	300	10	auto	0.7175995713209251
2d-10c	23	k-means++	300	10	auto	0.8258133967443572
2d-20c-no0	23	k-means++	300	10	auto	0.968385829436578
2d-3c-no123	23	k-means++	300	10	auto	0.4655346695844118
2d-4c-no4	23	k-means++	300	10	auto	0.5719076245250653
2d-4c-no9	23	k-means++	300	10	auto	0.5877570707509131
2d-4c	23	k-means++	300	10	auto	0.588314429253501
2dnormals	23	k-means++	300	10	auto	0.26212939222104625
2sp2glob	23	k-means++	300	10	auto	0.5051592324362691
3-spiral	23	k-means++	300	10	auto	0.4073605199365426
3MC	23	k-means++	300	10	auto	0.5156477587906781
aggregation	23	k-means++	300	10	auto	0.6976137803208432
aml28	23	k-means++	300	10	auto	0.5203446909079503
atom	23	k-means++	300	10	auto	0.4795196631504095
balance-scale	23	k-means++	300	10	auto	0.1916602056912847
banana	23	k-means++	300	10	auto	0.36324864213910285
blobs	23	k-means++	300	10	auto	0.4943839265398829
cassini	23	k-means++	300	10	auto	0.5051317532767463
chainlink	23	k-means++	300	10	auto	0.36425191991599737
circle	23	k-means++	300	10	auto	0.21601367105930058
complex8	23	k-means++	300	10	auto	0.629452321454275
complex9	23	k-means++	300	10	auto	0.6916924638307417
compound	23	k-means++	300	10	auto	0.6350551243834854
cuboids	23	k-means++	300	10	auto	0.6092679056638014
cure-t0-2000n-2D	23	k-means++	300	10	auto	0.3448097070509017
cure-t1-2000n-2D	23	k-means++	300	10	auto	0.622935843353694
cure-t2-4k	23	k-means++	300	10	auto	0.6653627135863972
curves1	23	k-means++	300	10	auto	0.36234022131789134
curves2	23	k-means++	300	10	auto	0.3622672235236932
d31	23	k-means++	300	10	auto	0.8867484790789459
dartboard1	23	k-means++	300	10	auto	0.4055077036102641
dartboard2	23	k-means++	300	10	auto	0.49325846226318376
dense-disk-3000	23	k-means++	300	10	auto	0.2695203962931258
dense-disk-5000	23	k-means++	300	10	auto	0.2861374615128847
diamond9	23	k-means++	300	10	auto	0.8115408581214288
disk-1000n	23	k-means++	300	10	auto	0.2363286229168473
disk-3000n	23	k-means++	300	10	auto	0.23214300423005474
disk-4000n	23	k-means++	300	10	auto	0.20309033529902076
disk-4500n	23	k-means++	300	10	auto	0.22203957656901463
disk-4600n	23	k-means++	300	10	auto	0.10159278268058385
disk-5000n	23	k-means++	300	10	auto	0.19771836058199319
donut1	23	k-means++	300	10	auto	0.38234611633718063
donut2	23	k-means++	300	10	auto	0.3341772726043517
donut3	23	k-means++	300	10	auto	0.5474770692602234
donutcurves	23	k-means++	300	10	auto	0.6309442178988061
dpb	23	k-means++	300	10	auto	0.6251780432037498
dpc	23	k-means++	300	10	auto	0.6360034218791151
DS-577	23	k-means++	300	10	auto	0.5294663453098085
DS-850	23	k-means++	300	10	auto	0.6684255301111719
ds2c2sc13	23	k-means++	300	10	auto	0.7964586630509289
ds3c3sc6	23	k-means++	300	10	auto	0.5883618940781734
ds4c2sc8	23	k-means++	300	10	auto	0.7358005851167113
ds577	23	k-means++	300	10	auto	0.5241863339006179
ds850	23	k-means++	300	10	auto	0.6667550209607142
ecoli	23	k-means++	300	10	auto	0.5162126327236974
elliptical_10_2	23	k-means++	300	10	auto	0.8466492169353954
elly-2d10c13s	23	k-means++	300	10	auto	0.5412058188046899
engytime	23	k-means++	300	10	auto	0.305944620068673
flame	23	k-means++	300	10	auto	0.32937709652117697
fourty	23	k-means++	300	10	auto	0.9030483299581703
gaussians1	23	k-means++	300	10	auto	0.37908551968989157
glass	23	k-means++	300	10	auto	0.4364509906874737
haberman	23	k-means++	300	10	auto	0.05506309040724465
heart-statlog	23	k-means++	300	10	auto	0.06507387245471045
hepta	23	k-means++	300	10	auto	0.7857392837103708
hypercube	23	k-means++	300	10	auto	0.8030044532798503
impossible	23	k-means++	300	10	auto	0.6131171766531633
iono	23	k-means++	300	10	auto	0.238778714663216
iris	23	k-means++	300	10	auto	0.4975450389045314
jain	23	k-means++	300	10	auto	0.3185541228531914
long1	23	k-means++	300	10	auto	0.37608428697672464
long2	23	k-means++	300	10	auto	0.3681971046227542
long3	23	k-means++	300	10	auto	0.28579255091329403
longsquare	23	k-means++	300	10	auto	0.7336475500382494
lsun	23	k-means++	300	10	auto	0.505128642519152
pathbased	23	k-means++	300	10	auto	0.49562377706859345
pmf	23	k-means++	300	10	auto	0.5610561244415145
R15	23	k-means++	300	10	auto	0.9371329953307876
rings	23	k-means++	300	10	auto	0.4525540251190603
shapes	23	k-means++	300	10	auto	0.627114351223553
simplex	23	k-means++	300	10	auto	0.6186577198140616
sizes1	23	k-means++	300	10	auto	0.5705119759912217
sizes2	23	k-means++	300	10	auto	0.5242360614251641
sizes3	23	k-means++	300	10	auto	0.48238040620739214
sizes4	23	k-means++	300	10	auto	0.44490259645836383
sizes5	23	k-means++	300	10	auto	0.4079729460129561
smile1	23	k-means++	300	10	auto	0.7247711273629874
smile2	23	k-means++	300	10	auto	0.6350965817907755
smile3	23	k-means++	300	10	auto	0.569909658069647
sonar	23	k-means++	300	10	auto	0.14917515168408646
spherical_4_3	23	k-means++	300	10	auto	0.6232571487605009
spherical_5_2	23	k-means++	300	10	auto	0.6430171781375565
spherical_6_2	23	k-means++	300	10	auto	0.7344693158531921
spiral	23	k-means++	300	10	auto	0.21292840871120752
spiralsquare	23	k-means++	300	10	auto	0.5157455410209018
square1	23	k-means++	300	10	auto	0.5846858910710239
square2	23	k-means++	300	10	auto	0.5665726231695177
square3	23	k-means++	300	10	auto	0.5366720452570302
square4	23	k-means++	300	10	auto	0.49800029479524927
square5	23	k-means++	300	10	auto	0.4438404158442471
st900	23	k-means++	300	10	auto	0.714243033896684
tae	23	k-means++	300	10	auto	0.15166012312227137
target	23	k-means++	300	10	auto	0.4324777138962352
tetra	23	k-means++	300	10	auto	0.6119746128552307
threenorm	23	k-means++	300	10	auto	0.23658688039346257
thy	23	k-means++	300	10	auto	0.3550634073966001
triangle1	23	k-means++	300	10	auto	0.6330784990482494
triangle2	23	k-means++	300	10	auto	0.5784242713496847
twenty	23	k-means++	300	10	auto	0.9841736783535395
twodiamonds	23	k-means++	300	10	auto	0.3603685451184022
wingnut	23	k-means++	300	10	auto	0.36297877174110693
xclara	23	k-means++	300	10	auto	0.5172552880280238
xor	23	k-means++	300	10	auto	0.3569327671238755
zelnik1	23	k-means++	300	10	auto	0.529908018395816
zelnik2	23	k-means++	300	10	auto	0.6478130568199073
zelnik3	23	k-means++	300	10	auto	0.517063016672329
zelnik4	23	k-means++	300	10	auto	0.6167112622599907
zelnik5	23	k-means++	300	10	auto	0.6222070400424883
zelnik6	23	k-means++	300	10	auto	0.5351507007377675
zoo	23	k-means++	300	10	auto	0.708594296459618
2d-10c	24	k-means++	300	10	auto	0.8223068424315743
2d-20c-no0	24	k-means++	300	10	auto	0.95538691348004
2d-3c-no123	24	k-means++	300	10	auto	0.4660811717845856
2d-4c-no4	24	k-means++	300	10	auto	0.564072117740732
2d-4c-no9	24	k-means++	300	10	auto	0.5817643601480104
2d-4c	24	k-means++	300	10	auto	0.580434940353136
2dnormals	24	k-means++	300	10	auto	0.25224509961938557
2sp2glob	24	k-means++	300	10	auto	0.5002981100548304
3-spiral	24	k-means++	300	10	auto	0.4244120883399449
3MC	24	k-means++	300	10	auto	0.5109082505450177
aggregation	24	k-means++	300	10	auto	0.6933619363368069
aml28	24	k-means++	300	10	auto	0.5211006217705196
atom	24	k-means++	300	10	auto	0.4297965921390649
balance-scale	24	k-means++	300	10	auto	0.2174056695010075
banana	24	k-means++	300	10	auto	0.3593098697513627
blobs	24	k-means++	300	10	auto	0.48614599024139804
cassini	24	k-means++	300	10	auto	0.501442943901299
chainlink	24	k-means++	300	10	auto	0.36053298127205635
circle	24	k-means++	300	10	auto	0.22113153962740353
complex8	24	k-means++	300	10	auto	0.6519067838641088
complex9	24	k-means++	300	10	auto	0.6824454277034041
compound	24	k-means++	300	10	auto	0.6432176956371435
cuboids	24	k-means++	300	10	auto	0.600975004805257
cure-t0-2000n-2D	24	k-means++	300	10	auto	0.3412512553398662
cure-t1-2000n-2D	24	k-means++	300	10	auto	0.6185354137555241
cure-t2-4k	24	k-means++	300	10	auto	0.6598028837385086
curves1	24	k-means++	300	10	auto	0.3582921015132062
curves2	24	k-means++	300	10	auto	0.3581884101399118
d31	24	k-means++	300	10	auto	0.9009316573601114
dartboard1	24	k-means++	300	10	auto	0.4564697719291422
dartboard2	24	k-means++	300	10	auto	0.4900800865593614
dense-disk-3000	24	k-means++	300	10	auto	0.2731627830002466
dense-disk-5000	24	k-means++	300	10	auto	0.2708092856016134
diamond9	24	k-means++	300	10	auto	0.8000388900643675
disk-1000n	24	k-means++	300	10	auto	0.24200326990568008
disk-3000n	24	k-means++	300	10	auto	0.23339668656012857
disk-4000n	24	k-means++	300	10	auto	0.20001203132326595
disk-4500n	24	k-means++	300	10	auto	0.21667614916473193
disk-4600n	24	k-means++	300	10	auto	0.0978222625701642
disk-5000n	24	k-means++	300	10	auto	0.18813149724325787
donut1	24	k-means++	300	10	auto	0.37374291252144737
donut2	24	k-means++	300	10	auto	0.3314609815643246
donut3	24	k-means++	300	10	auto	0.5544850719678074
donutcurves	24	k-means++	300	10	auto	0.6231332049286903
dpb	24	k-means++	300	10	auto	0.6206281878331987
dpc	24	k-means++	300	10	auto	0.6224754696920696
DS-577	24	k-means++	300	10	auto	0.5219262926380086
DS-850	24	k-means++	300	10	auto	0.6655053392329388
ds2c2sc13	24	k-means++	300	10	auto	0.8344014422963894
ds3c3sc6	24	k-means++	300	10	auto	0.583322634053535
ds4c2sc8	24	k-means++	300	10	auto	0.7280699578416694
ds577	24	k-means++	300	10	auto	0.5281166268650439
ds850	24	k-means++	300	10	auto	0.6701619397617551
ecoli	24	k-means++	300	10	auto	0.5256952766447746
elliptical_10_2	24	k-means++	300	10	auto	0.8479335173795987
elly-2d10c13s	24	k-means++	300	10	auto	0.5383261899582501
engytime	24	k-means++	300	10	auto	0.30389397592410006
flame	24	k-means++	300	10	auto	0.3240869744640192
fourty	24	k-means++	300	10	auto	0.9037459165817534
gaussians1	24	k-means++	300	10	auto	0.3767977680938983
glass	24	k-means++	300	10	auto	0.41841455912442505
haberman	24	k-means++	300	10	auto	0.04824975843738268
heart-statlog	24	k-means++	300	10	auto	0.07177821156363089
hepta	24	k-means++	300	10	auto	0.7807043372955208
hypercube	24	k-means++	300	10	auto	0.796341474620528
impossible	24	k-means++	300	10	auto	0.6095483090164849
iono	24	k-means++	300	10	auto	0.1937270619271257
iris	24	k-means++	300	10	auto	0.5112600614430148
jain	24	k-means++	300	10	auto	0.3119696165733797
long1	24	k-means++	300	10	auto	0.3693924650799417
long2	24	k-means++	300	10	auto	0.3674633931354919
long3	24	k-means++	300	10	auto	0.28305572857278116
longsquare	24	k-means++	300	10	auto	0.7268240385668415
lsun	24	k-means++	300	10	auto	0.4982790471209816
pathbased	24	k-means++	300	10	auto	0.492225669571616
pmf	24	k-means++	300	10	auto	0.5616357317094518
R15	24	k-means++	300	10	auto	0.9274635194099122
rings	24	k-means++	300	10	auto	0.4452685858169623
shapes	24	k-means++	300	10	auto	0.6140232054654197
simplex	24	k-means++	300	10	auto	0.6136190172180649
sizes1	24	k-means++	300	10	auto	0.5733827806662997
sizes2	24	k-means++	300	10	auto	0.5295903377771457
sizes3	24	k-means++	300	10	auto	0.47263982459166626
sizes4	24	k-means++	300	10	auto	0.43044340119489627
sizes5	24	k-means++	300	10	auto	0.40558331634306544
smile1	24	k-means++	300	10	auto	0.7143836792637935
smile2	24	k-means++	300	10	auto	0.6324728165487906
smile3	24	k-means++	300	10	auto	0.5618290546977011
sonar	24	k-means++	300	10	auto	0.13936411559917358
spherical_4_3	24	k-means++	300	10	auto	0.6150005197040077
spherical_5_2	24	k-means++	300	10	auto	0.6322265997192421
spherical_6_2	24	k-means++	300	10	auto	0.7259573330568023
spiral	24	k-means++	300	10	auto	0.2469931038021605
spiralsquare	24	k-means++	300	10	auto	0.5177258002995007
square1	24	k-means++	300	10	auto	0.5800767908711247
square2	24	k-means++	300	10	auto	0.5580123892385024
square3	24	k-means++	300	10	auto	0.5319947858827372
square4	24	k-means++	300	10	auto	0.4951929044574249
square5	24	k-means++	300	10	auto	0.43667819899749727
st900	24	k-means++	300	10	auto	0.7168704571758793
tae	24	k-means++	300	10	auto	0.1482512967022949
target	24	k-means++	300	10	auto	0.42893560325807845
tetra	24	k-means++	300	10	auto	0.6056149256069943
threenorm	24	k-means++	300	10	auto	0.23271685005760787
thy	24	k-means++	300	10	auto	0.3572078672112003
triangle1	24	k-means++	300	10	auto	0.6236010021018581
triangle2	24	k-means++	300	10	auto	0.5725810603295334
twenty	24	k-means++	300	10	auto	0.9774173486821482
twodiamonds	24	k-means++	300	10	auto	0.3549164185075655
wingnut	24	k-means++	300	10	auto	0.3668254387990007
xclara	24	k-means++	300	10	auto	0.5156354612782568
xor	24	k-means++	300	10	auto	0.35233284751556226
zelnik1	24	k-means++	300	10	auto	0.5310098778476
zelnik2	24	k-means++	300	10	auto	0.6005019276443518
zelnik3	24	k-means++	300	10	auto	0.5160088695633354
zelnik4	24	k-means++	300	10	auto	0.6113982675311704
zelnik5	24	k-means++	300	10	auto	0.6176235582417647
zelnik6	24	k-means++	300	10	auto	0.5571344796382333
zoo	24	k-means++	300	10	auto	0.7142462045682423
2d-10c	25	k-means++	300	10	auto	0.8196571164331157
2d-20c-no0	25	k-means++	300	10	auto	0.9528360513549384
2d-3c-no123	25	k-means++	300	10	auto	0.46129470912382375
2d-4c-no4	25	k-means++	300	10	auto	0.5627749766807552
2d-4c-no9	25	k-means++	300	10	auto	0.5807473358860625
2d-4c	25	k-means++	300	10	auto	0.5737353437154193
2dnormals	25	k-means++	300	10	auto	0.2553617135599862
2sp2glob	25	k-means++	300	10	auto	0.4983155187743832
3-spiral	25	k-means++	300	10	auto	0.4345135311423873
3MC	25	k-means++	300	10	auto	0.5066851463904611
aggregation	25	k-means++	300	10	auto	0.6855496487275697
aml28	25	k-means++	300	10	auto	0.5133681593413225
atom	25	k-means++	300	10	auto	0.4728475249208633
balance-scale	25	k-means++	300	10	auto	0.21615505839398205
banana	25	k-means++	300	10	auto	0.35506900396247987
blobs	25	k-means++	300	10	auto	0.49047062093308696
cassini	25	k-means++	300	10	auto	0.49290857113700765
chainlink	25	k-means++	300	10	auto	0.3570910341639096
circle	25	k-means++	300	10	auto	0.21556125710899313
complex8	25	k-means++	300	10	auto	0.6612034987706602
complex9	25	k-means++	300	10	auto	0.7050192135682541
compound	25	k-means++	300	10	auto	0.6456082752436834
cuboids	25	k-means++	300	10	auto	0.5972361177115055
cure-t0-2000n-2D	25	k-means++	300	10	auto	0.3383902223782528
cure-t1-2000n-2D	25	k-means++	300	10	auto	0.6119293228432379
cure-t2-4k	25	k-means++	300	10	auto	0.6551255382484893
curves1	25	k-means++	300	10	auto	0.3546117136841114
curves2	25	k-means++	300	10	auto	0.3546040832363034
d31	25	k-means++	300	10	auto	0.9107048997831015
dartboard1	25	k-means++	300	10	auto	0.4678512807709933
dartboard2	25	k-means++	300	10	auto	0.4871443551339191
dense-disk-3000	25	k-means++	300	10	auto	0.2624092802539692
dense-disk-5000	25	k-means++	300	10	auto	0.2636917020196636
